Name,MiddleName,Suffix,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingStateCode,BillingCountryCode,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingStateCode,ShippingCountryCode,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,NameLocal,Jigsaw,AccountSource,SicDesc,ACRNM__c,Abbreviation__c,Topics__c,Active__c,AI_Validation_Status__c,qualtrics__NPS_Date__c,Institution_Sub_type_OLD__c,Institution_Type_OLD__c,Public_Private_Sector_OLD__c,email__c,CloudingoAgent__BAR__c,CloudingoAgent__BAS__c,CloudingoAgent__BAV__c,CloudingoAgent__BRDI__c,CloudingoAgent__BTZ__c,CloudingoAgent__SAR__c,CloudingoAgent__SAS__c,CloudingoAgent__SAV__c,CloudingoAgent__SRDI__c,CloudingoAgent__STZ__c,scanbizcards__ScanBizCards__c,Relationship_with_the_bank__c,Beneficiary_type__c,InstitutionSector_LAB_OLD__c,InstitutionSubType_LAB_OLD__c,InstitutionType_LAB_OLD__c,AI_Area__c,AI_Sub_Area__c,AI_Technology__c,qualtrics__Net_Promoter_Score__c,ORP_Confidential_Account__c,Other_Phone_Extension__c,Phone_Extension__c,Relationship_Type__c,Facebook__c,Linkedin__c,ORP_Business_Partner_Number__c,Other_Phone__c,Skype__c,Twitter__c,Used_by_IDB_Lab__c,Used_by_IDB__c,Financial_Regulation__c,Institution_Sub_Type__c,Institution_Type__c,Legal_Name__c,ORP_Rating__c,ORP_Region__c,ORP_Used_by_ORP__c,DQ_Score__c,ORP_Business_Partner_Name__c,ORP_Id__c,IDB_isBucket__c,ORP_Academic_Type__c,PSR_FinancingFocus__c,PSR_FundStatus__c,PSR_IsFund__c,pbk__AUM__c,pbk__Active_Investors__c,pbk__Average_Volume__c,pbk__Business_Status__c,pbk__Company_Status__c,pbk__Currency__c,pbk__Date_of_Last_Round__c,pbk__Dry_Powder__c,pbk__Employees__c,pbk__Enterprise_Value__c,pbk__Exchange__c,pbk__FYE__c,pbk__Financing_Status__c,pbk__Firm_Sub_Type__c,pbk__Former_Name__c,pbk__Global_Region__c,pbk__Global_Sub_Region__c,pbk__High_52wk__c,pbk__Industries_All__c,pbk__Investor_Status__c,pbk__LTM_Annual_Revenue__c,pbk__LTM_Dividend_Yield__c,pbk__LTM_EBITDA__c,pbk__LTM_EBIT__c,pbk__LTM_EPS__c,pbk__LTM_Net_Income__c,pbk__LTM_Number_Of_Investments__c,pbk__LTM_P_E__c,pbk__Last_Inv_Date__c,pbk__Last_Inv_Lead_Partner_Email__c,pbk__Last_Inv_Lead_Partner_Phone__c,pbk__Last_Inv_Lead_Partner_Title__c,pbk__Last_Inv_Lead_Partner__c,pbk__Last_Inv_Location__c,pbk__Last_Inv_Name__c,pbk__Last_Inv_Primary_Industry__c,pbk__Last_Inv_Size__c,pbk__Last_Inv_Status__c,pbk__Last_Inv_Type__c,pbk__Last_Round_Size__c,pbk__Last_Round_Status__c,pbk__Last_Round_Type__c,pbk__Last_Round_Valuation__c,pbk__Last_Sync_Date__c,pbk__Low_52wk__c,pbk__Market_Cap__c,pbk__Number_Of_Active_Investments__c,pbk__Ownership_Status__c,pbk__PB_Notes__c,pbk__PitchBook_Industry_Code__c,pbk__PitchBook_Industry_Group__c,pbk__PitchBook_Industry_Sector__c,pbk__PitchBook_Industry__c,pbk__PitchBook_Link__c,pbk__PitchBook_Type__c,pbk__Preferred_Company_Valuation__c,pbk__Preferred_Deal_Size__c,pbk__Preferred_EBITDA__c,pbk__Preferred_EBIT__c,pbk__Preferred_Geographies__c,pbk__Preferred_Industries__c,pbk__Preferred_Investment_Amount__c,pbk__Preferred_Investment_Horizon__c,pbk__Preferred_Investment_Types__c,pbk__Preferred_Other__c,pbk__Preferred_Revenue__c,pbk__Preferred_Verticals__c,pbk__Primary_Contact_Email__c,pbk__Primary_Contact_Name__c,pbk__Primary_Contact_Phone__c,pbk__Primary_Contact_Title__c,pbk__Primary_US_Region__c,pbk__SIC__c,pbk__TTM_End__c,pbk__Ticker_Symbol__c,pbk__Total_Assets_FYE__c,pbk__Total_Debt_FYE__c,pbk__Total_Money_Raised__c,pbk__Verticals__c,pbk__Year_Founded__c,pbk__pbId__c,Instagram__c,Business_Model_Type__c,Errors
TELEKER,,,,565 Monjitas,Santiago,Región Metropolitana de Santiago,,Chile,CLRM,CL,,,,Knowledge Economy,,,,,,,,,,,,,http://www.teleker.com,,,,,,,TELEMEDICINA,,,,,,,,,,true,Pending validation,,,,,info@teleker.com,,0,,,,,0,,,,false,,Entrepreneur,,,,Knowledge Economy,Entrepreneurship Ecosystem Developers;Knowledge-intensive Startups,AI and Learning Machine,,,,,,,,,,,,true,false,,Start-up,Business,,,,false,53,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Technology: bad value for restricted picklist field: AI and Learning Machine:AI_Technology__c --
INNOVIT,,,,111 Santa Beatriz,Providencia,Región Metropolitana de Santiago,,Chile,CLRM,CL,,,,Knowledge Economy,,,,,,,,,,,,,http://www.innovit.cl/,,,,,,,,,,,,,,,,,true,Pending validation,,,,,contacto@innovit.cl,,0,,,,,0,,,,false,,Entrepreneur,,,,Knowledge Economy,Knowledge-intensive Startups,AI and Learning Machine,,,,,,,,,,,,true,false,,Start-up,Business,,,,false,53,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Technology: bad value for restricted picklist field: AI and Learning Machine:AI_Technology__c --
Educaswitch,,,,80 Warren Smith,Las Condes,Región Metropolitana de Santiago,7560938,Chile,CLRM,CL,,,,Knowledge Economy,,,,,,,,,,+56949370394,,,https://www.educaswitch.com/,,,,,,,"Plataforma de Convivencia escolar.    Mejora la convivencia y la salud mental en toda tu comunidad con el Programa Switch.  Desarrolla habilidades socioemocionales en educadores, estudiantes y apoderados a través de capacitaciones virtuales, y una innovadora plataforma web con más de 400 videos tutoriales que modelan las mejores actividades y metodologías prácticas con evidencia científica",,,,,,,,,,true,Validated,,,,,contacto@educaswitch.com,,0,,,,,0,,,,false,Other,Entrepreneur,,,,Knowledge Economy,Future of Work;Knowledge-intensive Startups,,,,,,,https://www.facebook.com/educaswitch,https://www.linkedin.com/company/educaswitch/?originalSubdomain=cl,,,,,true,true,,Start-up,Business,,,,false,71,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --
Ministerio de Cultura,,,,Carrera 8 No. 8 - 55,Bogota,Distrito Capital de Bogotá,,Colombia,CODC,CO,,,,,,,,,,,,,,,,,https://www.mincultura.gov.co/Paginas/default.aspx,,,,,,,"El Ministerio es la entidad rectora del sector cultural colombiano y tiene como objetivo formular, coordinar, ejecutar y vigilar la política del Estado en materia cultural, deportiva, recreativa y de aprovechamiento del tiempo libre. Es una organización que actúa de buena fe, con integridad ética y observa normas vigentes en beneficio de la comunidad, los clientes y sus propios funcionarios. El Ministerio de Cultura propenderá por una Colombia creativa y responsable de su memoria, donde todos los ciudadanos sean capaces de interactuar y cooperar con oportunidades de creación, disfrute de las expresiones culturales, deportivas, recreativas y de aprovechamiento del tiempo libre en condiciones de equidad y respeto por la diversidad.",,,MinCultura,,,,,,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,,false,true,,National,Government,,,,false,46,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Sergio Alberto Santamaria Zapata,Alberto,,,Km. 8 Carretera Sur. Reparto San Patricio. Costado Noreste del Parque.,Managua,,,Nicaragua,,NI,,,,,,,,,,,,,,+50522653064,,,,,,,,,,"Economista de profesión, con estudios avanzados en las áreas de Formulación y Evaluación de Proyectos y Programación Financiera en Instituto del Fondo Monetario Internacional (FMI), Washington DC. Director del Centro de Investigación y Asesoría Socioeconómica (CINASE) desde hace veintiún años. Catedrático Universitario en las Áreas de Formulación y Evaluación de Proyectos de Inversión y Análisis Macroeconómico. Ha participado en la Formulación de 60 proyectos de Inversión e investigaciones socioeconómicas en sus treinta y cuatro años de labor.",,,,,,,,,,true,Validated,,,,,ssantamaria52@gmail.com,,0,,,,,0,,,,false,Supplier,,,,,,,,,,,,,,https://www.linkedin.com/in/sergio-santamar%C3%ADa-a65a0335/,,+50588501843,,,false,true,,,Persona,,,,false,70,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_FIELD_FOR_INSERT_UPDATE:Account: bad field names on insert/update call: MiddleName:MiddleName --
Algas Organics,,,,La Caye,Dennery,,,Saint Lucia,,LC,,,,Climate - Smart Agriculture,,,,,,,,,,,,,https://www.algasorganics.com/,,,,,,,"Algas Organics is proud to be the Caribbean's first indigenous agriculture biotechnology company. Our focus is the development of environmentally-friendly agricultural inputs which maximize crop performance and grower profitability. 

​

Founded just under 4 years ago, it is safe to say that Algas Organics may well be the youngest in the agriculture biotechnology space. In spite of our fairly short existence, an ever increasing number of growers from across the Caribbean are choosing Algas Organics over leading international ""Big Ag"" brands.",,,,,,,SX-SL-AOS,,,true,Pending validation,,,,,johanan@algasorganics.com,,0,,,,,0,,,,false,,Rural,,,,Climate - Smart Agriculture,Farm Level Solutions,,,,,,,https://www.facebook.com/algastt/,,,,,,true,false,,SME,Business,ALGAS ORGANICS LTD,,,false,51,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Climate - Smart Agriculture:AI_Area__c --
Grupo Link,,,,Av. Interoceánica y Francisco de Orellana (esquina),Quito,Pichincha,,Ecuador,ECP,EC,,,,Knowledge Economy,,,,,,,,,,+59322546995,,,https://grupo-link.com/,,,,,,,Servicios y tecnologías de la información,,,Link,,,,,Link,,true,Validated,,,,,,,0,,,,,0,,,,false,,Entrepreneur,,,,Knowledge Economy,Knowledge-intensive Startups,Blockchain;Robotics and Drones;Intelligent Location and GIS,,,,,Executing Agency,@grupolinkec,https://www.linkedin.com/company/grupo-link/,,,,,true,true,,Start-up,Business,,,,false,59,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --
Fortune Speacialty Coffee,,,,"Aldea Potrerillos, Teupasenti, El Paraiso",Teupasenti,El Paraíso,,Honduras,HNEP,HN,,,,Climate - Smart Agriculture,,,,,,,,,,,,,,,,,,,,planta de alta tecnología dedicada a la producción y procesamiento de productos derivados del café y cafés especiales,,,BioFortune,,,,,BioFortune,,true,Validated,,,,,rubensorto@gmail.com,,0,,,,,0,,,,false,Other,Entrepreneur;Rural,,,,Climate - Smart Agriculture,Farm Level Solutions;Value Chain Transformation;Natural Capital,Biotech and biosecurity,,,,,,https://hn.linkedin.com/in/rubensorto,,,,,,true,true,,Large Enterprise,Business,,,,false,53,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Climate - Smart Agriculture:AI_Area__c --
Francisco Noel Cruz Pineda,Noel,,,"Camino hacia Santo Domingo, 3km al Sur. Residencial Lomas de Notre Dame, Casa No. 37",Managua,,,Nicaragua,,NI,,,,,,,,,,,,,,+50522270687,,,,,,,,,,"Experto en temas administrativo, financieros y auditoria de proyectos",,,,,,,,,,true,Validated,,,,,noelcruzp@hotmail.com,,0,,,,,0,,,,false,Supplier,,,,,,,,,,,,,,,,+50582961845,,,false,true,,,Persona,,,,false,67,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_FIELD_FOR_INSERT_UPDATE:Account: bad field names on insert/update call: MiddleName:MiddleName --
AgroCapital Holdings Group,,,,Ciudad de Panamá,Panamá,,,Panama,,PA,,,,Climate - Smart Agriculture,,,,,,,,,,,,,,,,,,,,Grupo desarrollando proyectos en sector agro,,,,,,,,,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,Rural,,,,Climate - Smart Agriculture,Farm Level Solutions,Biotech and biosecurity,,,,,,,,,,,,true,false,,,Business,,,,false,35,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Climate - Smart Agriculture:AI_Area__c --
Instituto Nacional de Bosques,,,,7A Avenida,Ciudad de Guatemala,Guatemala,,Guatemala,GTGU,GT,,,,,,,,,,,,,,+50223212626,,,www.inab.gob.gt,,,,,,,"El INAB es una entidad estatal, autónoma, descentralizada, con personalidad jurídica, patrimonio propio e independencia administrativa, y es el órgano de dirección y autoridad competente del Sector Público Agrícola en materia Forestal.",,,,,,,GU-INDB,INAB,,true,Validated,,,,,gerencia@inab.gob.gt,,0,,,,,0,,,,false,Executing agency;Client,,,,,,,,,,,,,https://es-la.facebook.com/institutonacionaldebosques/,,,,,@inabguatemala,false,true,,,Government,INSTITUTO NACIONAL DE BOSQUES,,,false,69,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Fundación Grupo Puntacana,,,,Punta Cana Resort & Club,Punta Cana,La Altagracia,23000,Dominican Republic,DO11,DO,,,,Climate - Smart Agriculture,,,,,,,,,,+18099599221,+8099598483,,https://www.puntacana.org/es/,,,,,,,"La Fundación Grupo Puntacana ha sido una organización sin fines de lucro pionera en República Dominicana, liderando diversas iniciativas de desarrollo sostenible en la región este del país. Reconociendo que los activos principales del turismo caribeño son su naturaleza y su gente, la Fundación tiene como misión proteger y preservar los recursos naturales de la región de Punta Cana y crear oportunidades para los habitantes de la zona, mejorando el bienestar de las comunidades locales.

La Fundación Grupo Puntacana colabora con docenas de socios estratégicos del sector privado, publico, y la sociedad civil para enfrentar retos sociales y ambientales. Educación, salud, restauración de arrecifes de coral, conservación de especies en peligro de extinción, emprendimiento comunitario, preservación cultural, manejo de desechos sólidos y ecoturismo son algunas de los enfoques principales de la Fundación.",,,Fundación Grupo Puntacana,,,,,FGPC,,true,Validated,,,,,fgpc@puntacana.com,,0,,,,,0,,,,false,Alliance;Client,Poor/vulnerable/low income;Rural,,,,Climate - Smart Agriculture,Natural Capital,AI and Learning Machine,,,,,Executing Agency,https://www.facebook.com/FundacionGrupoPuntacana/,,,,,@FundacionGPC,true,true,,Foundation,Non Profit / NGO,,,,false,72,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Technology: bad value for restricted picklist field: AI and Learning Machine:AI_Technology__c --
Ministerio de Energía y Minas,,,,Avenida Mariscal,Guatemala,,,Guatemala,,GT,,,,,,,,,,,,,,+50224196464,,,www.mem.gob.gt,,,,,,,"Gobierno
Su misión es propiciar y ejectuar las acciones que permitan la inversión destinada al aprovechamiento integral de los recursos naturales, que proveen bienes y servicios energéticos y mineros velando por los derechos de sus usuarios y de la sociedad en general",,,MEM,,,,,MEM,,true,Validated,,,,,informacionmem@mem.gob.gt,,0,,,,,0,,,,false,Other,,,,,,,,,,,,,https://www.facebook.com/MEMguatemala/,,,,,@MEMguatemala,false,true,,National,Government,,,,false,65,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
MINISTERIO DE TRABAJO,,,,,Ciudad Autónoma De Buenos Aires,,C1001AAO,Argentina,,AR,,,,,,,,,,,,,,+541143106317,,,https://www.argentina.gob.ar/trabajo,,,,,,,,,,,,,,AR-MTSS,,,true,Validated,,,,,consultas@trabajo.gob.ar,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@mintrabajoar,false,false,,,Government,"MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL",,,false,53,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Ministerio De Seguridad Provincia De Buenos Aires,,,,"Calle 2, Entre 51 Y 53",La Plata,,1900,Argentina,,AR,,,,,,,,,,,,,,+542214293000,,,https://www.mseg.gba.gov.ar/,,,,,,,,,,,,,,AR-MSPBA,,,true,Validated,,,,,ministroseg@mseg.gba.gov.ar,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@seguridadprov,false,false,,,Government,MINISTERIO DE SEGURIDAD PROVINCIA DE BUENOS AIRES,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
MINISTERIO DE EDUCACION,,,,PIZZURNO 935,CIUDAD AUTÓNOMA DE BUENOS AIRES,Ciudad Autónoma de Buenos Aires,C1020ACA,Argentina,ARC,AR,,,,,,,,,,,,,,5.41E+11,,,https://www.argentina.gob.ar/educacion,,,,,,,Ministerio de Educación de la República Argentina.  El Banco ha trabajado con el Ministerio por más de 15 años.,,,,,,,AR-MED,,,true,Validated,,,,,educacion@educacion.gob.ar,,0,,,,,0,,,,false,Executing agency,,,,,,,,,,,,,,,,,,@educacionar,false,true,,,Government,MINISTERIO DE EDUCACION,,,false,67,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
AGUA Y SANEAMIENTOS ARGENTINOS S.A. (AYSA),,,,TUCUMÁN 752,CIUDAD AUTÓNOMA DE BUENOS AIRES,Ciudad Autónoma de Buenos Aires,C1049AAP,Argentina,ARC,AR,,,,,,,,,,,,,,5.41E+11,,,https://www.aysa.com.ar/,,,,,,,Empresa concesionaria de servicios públicos de agua potable y tratamiento de desagües cloacales para la Ciudad de Buenos Aires y 26 partidos del conurbano bonaerense,,,,,,,AR-AYSA,AySA,,true,Validated,,,,,atencionalusuario@aysa.com.ar,,0,,,,,0,,,,false,Client,,,,,,,,,,,,,,,,,,@aysa_oficial,false,true,,Large Enterprise,Government,AGUA Y SANEAMIENTOS ARGENTINOS S.A. (AYSA),,,false,68,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Large Enterprise:Institution_Sub_Type__c --
Banco Mercantil Santa Cruz S.A.,,,,"Calle Ayacucho Esquina Mercado La Paz, Bolivia",La Paz,,,Bolivia,,BO,,,,,,,,,,,,,,+59122409040,,,https://www.bmsc.com.bo/,,,,,,,,,,,,,,BO-MERBLPB,,,true,Validated,,,,,srocha@bmsc.com.bo,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@bancomsc,false,false,,,Financial,BANCO MERCANTIL SANTA CRUZ S.A.,,,false,58,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
BANCO CENTRAL DO BRASIL,,,,SBS,Brasilia,,70074900,Brazil,,BR,,,,,,,,,,,,,,+556134141000,,,https://www.bcb.gov.br/,,,,,,,Banco Central do Brasil,,,,,,,BR-BCB,BCB,,true,Validated,,,,,presidencia@bcb.gov.br,,0,,,,,0,,,,false,Client,,,,,,,,,,,,,,https://www.linkedin.com/company/banco-central-do-brasil/,,,,@bancocentralbr,false,true,,Central Bank,Financial,BANCO CENTRAL DO BRASIL,,,false,67,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Central Bank:Institution_Sub_Type__c --
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO (SABESP),,,,RUA COSTA CARVALHO 300,SÃO PAULO,São Paulo,5429900,Brazil,SP,BR,,,,,,,,,,,,,,5.51E+11,,,http://site.sabesp.com.br/site/default.aspx,,,,,,,"A Sabesp é uma sociedade anônima de economia mista fundada em 1973 e atualmente é responsável pelo fornecimento de água, coleta e tratamento de esgotos em 375  municípios do Estado de São Paulo. 

É considerada uma das maiores empresas de saneamento do mundo em população atendida. São 28,1 milhões de pessoas abastecidas com água e 24,5 milhões de pessoas com coleta de esgotos.

A Sabesp é responsável por cerca de 30% do investimento em saneamento básico feito no Brasil. Para o período 2020-2024, planeja investir aproximadamente R$ 20,2 bilhões, com foco na ampliação da disponibilidade e segurança hídrica, sem prejuízo dos avanços conquistados nos índices de coleta e tratamento de esgotos.

Em parceria com empresas privadas, a Companhia também presta serviços de água e esgoto em outros quatro municípios, Mogi-Mirim, Castilho, Andradina e Mairinque. 

No segmento de água de reuso obtida a partir do tratamento de esgotos, a Sabesp produz, fornece e comercializa diretamente o produto por meio de suas próprias estações e, como sócia na Aquapolo Ambiental, que abastece o Polo Petroquímico de Capuava.

Além disso, no segmento de esgotos não domésticos, a Companhia é sócia da Estre Ambiental, na empresa Attend Ambiental e, recentemente, no segmento de energia elétrica, criou a Paulista Geradora de Energia S.A., em sociedade com as empresas Tecniplan Engenharia e Servtec.

A Companhia também oferece serviços de consultoria sobre uso racional da água, planejamento e gestão comercial, financeira e operacional, atuando atualmente no Panamá, Honduras, e Nicarágua, sendo nos dois primeiros países em parceria com a Latin Consult.",,,SABESP,,,,BR-SABESP,SABESP,,true,Validated,,,,,andferreira@sabesp.com.br,,0,,,,,0,,,,false,Borrower,,,,,,,,,,,,,,,,,,@sabesp,false,true,,Large Enterprise,Government,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO (SABESP),,,false,68,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Large Enterprise:Institution_Sub_Type__c --
Controladoria-Geral da União,,,,Setor De Autarquias Sul Quadra 1,Brasilia,,70070944,Brazil,,BR,,,,,,,,,,,,,,+556120207500,,,https://www.cgu.gov.br/,,,,,,,.,,,,,,,BR-CGU,CGU,,true,Validated,,,,,walter.cunha@cgu.gov.br,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@cguonline,false,true,,,Government,CONTROLADORIA GERAL DA UNIAO,,,false,61,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Governo do Estado de Alagoas,,,,Rua Cincinato Pinto S/N-Centro,Maceio,,57020050,Brazil,,BR,,,,,,,,,,,,,,+558233153608,,,www.al.gov.br,,,,,,,.,,,,,,,BR-GEA,,,true,Validated,,,,,info@gabinetecivil.al.gov.br,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@governoalagoas,false,true,,,Government,GOVERNO DO ESTADO DE ALAGOAS,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
MINISTERIO DE TRANSPORTE,,,,ESPLANADA DOS MINISTERIOS,Brasília,,70044900,Brazil,,BR,,,,,,,,,,,,,,+556133117809,,,https://www.gov.br/infraestrutura/pt-br,,,,,,,.,,,,,,,BR-MT,,,true,Validated,,,,,roberto.loiola@infraestrutura.gov.br,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@minfraestrutura,false,true,,,Government,MINISTERIO DE TRANSPORTE,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
MINISTERIO DE TURISMO,,,,ESPLANADA DOS MINISTÉRIOS,Brasilia,,70065900,Brazil,,BR,,,,,,,,,,,,,,+557131159620,,,https://www.gov.br/turismo/pt-br,,,,,,,.,,,,,,,BR-MTUR,,,true,Validated,,,,,agenda@turismo.gov,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@mturismo,false,true,,,Government,MINISTERIO DE TURISMO,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
